danceability,mode,valence,tempo,acousticness,loudness,energy,type,speechiness,id,duration_ms,liveness,key,instrumentalness,time_signature
0.794,0,0.383,99.026,0.282,-6.729,0.799,audio_features,0.0844,4KFskaYRUf2cokoR5bAX0z,265353,0.19,4,3.05e-05,4
0.823,1,0.703,121.04,0.0382,-5.925,0.856,audio_features,0.0684,38YSEil3QR7cWlAGnGofhE,325212,0.025,9,0.000135,4
0.676,0,0.596,84.019,0.75,-9.202,0.892,audio_features,0.177,6MbOozFGtiracfAChO1Iwd,262123,0.0794,2,0.00433,4
0.843,1,0.598,112.033,0.0439,-10.746,0.634,audio_features,0.143,4oj85t0i15ghedqRDl4qSR,280320,0.167,7,0.00118,4
0.675,0,0.674,157.007,0.754,-6.835,0.831,audio_features,0.13,0RYxt6lzgvfuhVdIcODJvQ,278480,0.25,2,0.0282,4
0.601,0,0.931,149.962,0.0134,-3.13,0.91,audio_features,0.0392,5Y067mWbDybhNCQ6ACx45d,284537,0.0939,4,0.0145,4
0.669,0,0.852,87.994,0.887,-7.976,0.554,audio_features,0.0733,3Ovsp7F1PZbXUWiQBF9Ea1,243345,0.0898,1,0.0734,4
0.664,0,0.631,83.915,0.279,-7.706,0.662,audio_features,0.14,2B9hwyCNnfoOtfKBkwyhNi,210709,0.106,1,0.000339,4
0.869,1,0.688,112.005,0.0326,-3.383,0.764,audio_features,0.0376,0EV7Iol5TYTzVufJTT6ZSX,273587,0.0843,8,0.0065,4
0.817,1,0.891,94.027,0.242,-1.771,0.86,audio_features,0.0485,70aYyuwZG2KxnJ5Yw5irTy,261729,0.0512,0,1.78e-05,4
0.631,0,0.61,81.003,0.321,-6.698,0.84,audio_features,0.31,5oyZumEp7fAIVnQhCKE6YZ,243096,0.238,11,0.00271,4
0.763,1,0.837,129.989,0.112,-6.281,0.967,audio_features,0.0589,0wAeZjTjifyy6vEmQOzcm5,294374,0.136,0,0.317,4
0.617,0,0.885,107.295,0.507,-9.099,0.591,audio_features,0.27,3rStRwBdouKAhfU9Y1JI6x,290154,0.103,5,0.000137,3
0.792,1,0.649,104.967,0.35,-8.929,0.773,audio_features,0.308,461hYd1IlNudwvb01ymXAd,293669,0.104,1,0,3
0.799,0,0.623,194.873,0.246,-7.666,0.812,audio_features,0.266,0GusSLa3SYD1OfwXocxuYe,244420,0.0789,11,5.96e-06,3
0.727,0,0.599,126.003,0.0495,-5.304,0.873,audio_features,0.0533,2hkXm0CNTNcc3SwPkVgJLZ,305320,0.089,11,1.27e-05,4
0.836,0,0.634,104.99,0.0402,-8.039,0.783,audio_features,0.105,045Qxlph1ktFXlRNHpUa6t,345725,0.128,10,4.76e-05,4
0.783,0,0.773,164.904,0.364,-8.631,0.671,audio_features,0.278,379tSEFVPrRJAJp5czsYSO,264160,0.0643,3,1.72e-06,3
0.823,0,0.626,116.016,0.118,-8.02,0.726,audio_features,0.0561,2uYG3Ke5ofpU8ew4RSnPPY,320333,0.22,11,0.000218,4
0.775,0,0.716,112.929,0.0982,-7.057,0.894,audio_features,0.181,6foVpQQXApEJ7SgJqWgzbC,336603,0.0549,7,0.000154,4
0.852,1,0.693,113.982,0.136,-6.685,0.693,audio_features,0.0452,09g0nXVR567ITiVzmrYqcT,289173,0.118,0,0.368,4
0.881,0,0.266,115.018,0.0801,-7.277,0.551,audio_features,0.0369,5I1ZZ73tlzxlS3kn9N7YWu,315947,0.0916,3,6.61e-05,4
0.74,0,0.894,131.07,0.525,-8.323,0.901,audio_features,0.041,0AEoopl9xD5DDfs0R3Aqqs,253700,0.382,10,0.141,4
0.675,1,0.811,181.325,0.361,-5.309,0.823,audio_features,0.307,763X41jI4xAmtltIsRDtG0,275781,0.144,0,0.000196,3
0.493,1,0.468,142.405,0.552,-10.636,0.533,audio_features,0.0409,1qriL63qImdxwjsZH4TUBM,289267,0.134,4,1.39e-05,3
0.769,1,0.825,85.043,0.369,-6.118,0.581,audio_features,0.11,5ghBOkfrs3iI06xUg6NOgT,283053,0.117,10,0.000787,4
0.868,1,0.699,119.998,0.261,-5.136,0.783,audio_features,0.0326,0Mk3wb7Bji9SOFIOjdfLAm,213233,0.0923,0,1.4e-06,4
0.447,1,0.499,75.04,0.206,-2.093,0.964,audio_features,0.284,580bk6zNHTAcWQTytKFVLQ,222400,0.323,1,0,4
0.776,0,0.54,95.991,0.0964,-6.844,0.807,audio_features,0.0511,6Dr2SW9yY1mEv4wUOOa3wt,203720,0.0866,4,0,4
0.732,1,0.556,138.041,0.503,-4.464,0.99,audio_features,0.12,6Ag7HHmHLkKHmZFrp9uUJj,248849,0.125,7,0,4
0.627,1,0.828,119.942,0.202,-3.652,0.971,audio_features,0.102,0FhqVc83E8zqeBf9eaycyL,281666,0.0613,0,0.0795,3
0.801,0,0.804,109.998,0.444,-5.735,0.916,audio_features,0.0411,0ZiQT9GM39y7AxjvUJeejL,267289,0.249,11,0.00758,4
0.702,0,0.943,144.06,0.0229,-5.13,0.957,audio_features,0.0532,5vfybkwQuJ3fV3QMfS8qDg,253326,0.0903,10,1.88e-05,4
0.781,1,0.789,127.988,0.648,-4.801,0.795,audio_features,0.0925,2sJUdyhaelTKkJC37fXmep,275951,0.0813,8,0.00189,4
0.84,0,0.864,108.0,0.0821,-2.673,0.872,audio_features,0.0825,1DOY9OYj7CvKtXVwVHh3YH,235204,0.0854,7,0.00238,4
0.821,0,0.839,69.036,0.42,-8.059,0.541,audio_features,0.091,3JkXg1PLbSdqqbWajGJBgg,248913,0.0479,7,4e-05,4
0.691,0,0.263,88.97,0.569,-5.868,0.717,audio_features,0.057,4Jl5QODXwCEZJbTjtZywPA,291347,0.138,9,0.00143,4
0.866,1,0.899,101.982,0.185,-3.662,0.86,audio_features,0.0552,4cd7W2PaLvpK7IWr5BWYTS,269290,0.0629,0,8.57e-05,4
0.795,0,0.918,113.0,0.113,-4.053,0.851,audio_features,0.0657,1GP0KRgqPjkzG9SGuYZKZA,259098,0.187,2,9.29e-05,4
0.854,1,0.881,137.985,0.243,-4.14,0.931,audio_features,0.126,0AheA1Q4BkoZunkapSVrVy,260049,0.266,9,0.000119,4
0.84,0,0.736,118.988,0.2,-4.307,0.715,audio_features,0.0836,2soilmrShT4zPOLUByjvVU,229321,0.103,9,0.0145,4
0.822,0,0.893,98.027,0.374,-3.331,0.763,audio_features,0.0796,2UVUw5rcOfMzS4NoGw3uxr,308216,0.183,7,0.000276,4
0.911,0,0.567,128.048,0.0827,-6.219,0.649,audio_features,0.133,3RasaEUueHNTzBM2JB3qxK,266523,0.112,11,0.000533,4
0.822,0,0.667,107.986,0.272,-6.737,0.735,audio_features,0.0496,6cSebKKs6pJKrgVuBI1WqQ,253240,0.136,2,0.00136,4
0.767,0,0.866,104.953,0.024,-3.932,0.86,audio_features,0.0751,40oXCgYnYy04AY2U4PZbuP,235353,0.0948,10,0.00261,4
0.711,1,0.751,94.954,0.0965,-6.219,0.889,audio_features,0.0789,5lFD0ZmTfVq12XFDV0g91Q,227218,0.357,1,0.000172,4
0.757,1,0.749,146.016,0.176,-5.209,0.918,audio_features,0.182,4TjRZSNivRDpGKDOL0SlSx,251820,0.0432,7,0.000445,4
0.803,0,0.659,101.189,0.65,-3.962,0.945,audio_features,0.239,6RYrYN80YfNvZqPzxsEW0K,320552,0.637,0,2.44e-06,3
0.796,0,0.756,99.01,0.68,-8.135,0.604,audio_features,0.0328,6x7lf7xURZpauLGFvuvPQD,242000,0.15,2,0.0212,4
0.823,0,0.924,96.997,0.14,-5.787,0.629,audio_features,0.07,5ouWiqJMTafavTori4HePx,315396,0.0721,9,2.36e-05,4
0.806,0,0.808,104.039,0.597,-9.07,0.849,audio_features,0.113,5A25FOMXwtRX2pjfdlTpn6,226266,0.109,5,0.775,4
0.926,0,0.553,102.991,0.12,-6.959,0.814,audio_features,0.199,6InORfDvGGMxwR6iUUvS32,197208,0.0811,11,1.97e-06,4
0.73,0,0.704,83.967,0.348,-5.691,0.886,audio_features,0.147,3YNZ9KjnyKbtrB0VA6Ib3u,260659,0.0779,11,0,4
0.694,1,0.628,91.972,0.543,-8.037,0.575,audio_features,0.036,01bhNo46PTQxTYLWAnRzIz,252785,0.108,1,0.00147,4
0.918,1,0.815,129.999,0.0899,-5.592,0.759,audio_features,0.0822,3pfOx6tLURwAdWHJoZRWiZ,247152,0.0617,7,0,4
0.801,1,0.613,142.023,0.0648,-4.819,0.804,audio_features,0.15,74Y4gLAqRoi3xyecf0Fu1a,188356,0.328,2,3.19e-05,4
0.717,0,0.886,87.988,0.355,-9.913,0.656,audio_features,0.128,44HSqonB5EyfupgvYQaUK0,262547,0.0618,0,9.79e-05,4
0.804,0,0.822,101.013,0.677,-6.551,0.822,audio_features,0.0634,45J9SvtPbqh3kVEytiXN4r,233099,0.124,1,0.0254,4
0.702,1,0.794,126.025,0.576,-6.566,0.852,audio_features,0.0497,5ftRvc22HT0azpHw3wEi7G,262113,0.0988,10,0.00449,4
0.608,0,0.621,164.055,0.0629,-4.036,0.762,audio_features,0.062,3vFP6bzYmxT2DBP9IyZr38,247775,0.0986,9,0.00148,4
0.866,0,0.844,134.002,0.14,-2.8,0.958,audio_features,0.179,1HEwMcw10ZwDrhO33t7w3a,229949,0.0292,0,4.31e-05,4
0.826,1,0.847,115.99,0.0387,-9.32,0.644,audio_features,0.122,4m2W5cbE8apuWmX2mil2wb,287173,0.255,8,0.0306,4
0.732,0,0.572,100.994,0.53,-7.13,0.795,audio_features,0.0327,2fVPpGZVTizpZHd9WMgev7,270148,0.23,0,0.363,4
0.828,0,0.671,91.031,0.53,-8.054,0.779,audio_features,0.143,0CdgYYq6fYOcg8RPUZl716,244507,0.186,10,0.00035,4
0.715,1,0.769,104.996,0.285,-5.348,0.795,audio_features,0.0516,0wHhAjlsRBvvd4E6ZVa6lN,309995,0.0413,10,0.000446,4
0.834,0,0.912,133.975,0.125,-5.202,0.935,audio_features,0.128,0eDRyA1BkMnUBul3byhwAA,281803,0.165,2,0.00601,4
0.897,0,0.745,119.999,0.412,-6.304,0.632,audio_features,0.0483,74S71eAu0W5Kx4PizYuMRQ,214209,0.142,3,0.000403,4
0.865,0,0.839,104.993,0.162,-8.602,0.705,audio_features,0.18,219x5xkddPnRSJ2NSmoc6v,307653,0.0806,9,0.000653,4
0.818,0,0.83,129.979,0.41,-6.922,0.745,audio_features,0.0379,7DLtDk3jDemIswIgk8gPHg,243675,0.102,1,0.000347,4
0.499,1,0.35,167.953,0.769,-8.176,0.636,audio_features,0.0558,1jz0PUb4rChtZUk4Itn1Co,264544,0.113,4,0.0087,4
0.826,0,0.962,124.925,0.56,-8.718,0.727,audio_features,0.0781,5Db0eRVGA7iQ0mgwRBZduo,260000,0.165,10,0.000735,4
0.786,0,0.821,100.951,0.19,-3.78,0.72,audio_features,0.0267,5oM6SPppdOKxg3XCk9v71k,245347,0.0978,8,0,4
0.75,0,0.889,95.024,0.17,-4.622,0.779,audio_features,0.0407,4bsPtkG0GqaV5YFZ36d1jw,249332,0.079,5,1.45e-05,4
0.731,0,0.496,139.953,0.407,-7.646,0.651,audio_features,0.0482,7Bx8NjcmtbItEVRqpaOdau,244607,0.181,11,9.37e-06,4
0.603,0,0.711,119.937,0.346,-5.906,0.812,audio_features,0.325,1RVsMBm2AB3bqqR3wKRUA8,248691,0.0771,5,0,4
0.845,1,0.609,133.984,0.248,-9.313,0.808,audio_features,0.116,5DRCtfQFxUE43LRuLKw01z,301477,0.0961,8,0.00108,4
0.758,0,0.791,81.995,0.073,-3.0,0.914,audio_features,0.243,5ce7FZXEZRT7rA9QdIbtBd,292148,0.0787,11,0,4
0.895,1,0.506,105.99,0.104,-7.523,0.547,audio_features,0.163,6gh58AByg6ZgpqnZDdWr0N,287311,0.0882,0,0,4
0.658,0,0.96,134.182,0.176,-3.318,0.796,audio_features,0.113,7aFFOiQbXiDQBLWqOD4AaQ,260000,0.0498,10,0.000166,4
0.715,1,0.92,154.05,0.247,-9.497,0.883,audio_features,0.0458,1mwtnZr5DY3h65qD3YpLim,260547,0.249,11,0.771,4
0.745,0,0.848,159.692,0.0942,-5.374,0.847,audio_features,0.0627,2djTqq19NfQzzUXaH35mXj,220372,0.159,11,7.03e-06,4
0.77,0,0.838,124.998,0.0445,-4.189,0.829,audio_features,0.0633,3f5LkbY6d7kXInjtqS0gsi,268330,0.576,4,1.23e-06,4
0.848,1,0.532,136.941,0.0157,-5.193,0.832,audio_features,0.133,5xYzzzkEiv3GxsWoO0tttT,315373,0.0506,2,0.00806,4
0.883,0,0.844,120.471,0.845,-6.059,0.866,audio_features,0.298,1PFs42Gz4LbItnBuXReGye,269206,0.104,1,0.000147,4
0.839,1,0.71,117.986,0.312,-4.644,0.91,audio_features,0.0646,2ORFDEuWhihzSYaQuVawhU,261259,0.115,7,0.00027,4
0.409,1,0.663,78.063,0.0209,-6.408,0.952,audio_features,0.208,76UvmYSZaYatQxVZgdVkC8,283716,0.351,2,0.0377,4
0.73,0,0.873,186.162,0.662,-5.771,0.815,audio_features,0.119,18mnMiuBWw3jst4BGe4xyq,244446,0.0774,1,0.0715,3
0.782,1,0.775,130.019,0.061,-5.927,0.802,audio_features,0.0552,4EXaBrHaGrjiYoowkVHCB0,255453,0.124,0,7.52e-05,4
0.913,0,0.917,116.032,0.314,-5.781,0.681,audio_features,0.0503,7h95BpimIQ7TjLKsj6aL8l,234878,0.175,4,2.42e-06,4
0.817,0,0.57,103.993,0.252,-6.366,0.95,audio_features,0.269,0iSLoIBiORPN2g6R5JnBoC,286537,0.534,9,0,4
0.85,1,0.443,102.992,0.538,-6.773,0.872,audio_features,0.069,44AMZR2QbU6xwxT28AA66P,260762,0.119,8,0.00414,4
0.916,0,0.732,114.981,0.0544,-7.377,0.457,audio_features,0.0532,2kDCcsW1rSwBHvkOuFWp6I,334688,0.136,7,6.05e-05,4
0.777,0,0.88,130.088,0.0664,-3.861,0.776,audio_features,0.0565,7livrhr8zKME2wfKpSWbp0,218654,0.209,11,3.14e-05,4
0.635,0,0.211,182.008,0.425,-9.085,0.661,audio_features,0.0681,4RL53b4NDXOGZsyN0T2hhI,228132,0.116,9,0.000272,4
0.64,1,0.549,92.016,0.333,-6.674,0.784,audio_features,0.0314,0WM0NpFIZg6JhgneUyU5tl,315493,0.188,7,0.00184,4
0.638,0,0.497,109.973,0.0181,-7.338,0.655,audio_features,0.0291,3LYt0b1ljHUYoG5YL2WwWP,315002,0.422,9,0,4
0.717,0,0.807,90.012,0.1,-7.354,0.754,audio_features,0.0299,7ixhYiOAHab4LBD1vON9yZ,197250,0.305,8,0.008,4
0.785,0,0.862,111.97,0.163,-7.406,0.683,audio_features,0.0325,6NCMhWthZdWGbG3ce0Muek,352345,0.262,0,6.08e-05,4
0.782,0,0.821,102.956,0.423,-7.101,0.947,audio_features,0.17,7FBIH6hDzx2fgtAnZiZeAw,294124,0.16,4,0.000683,4
0.872,1,0.863,103.962,0.233,-7.923,0.929,audio_features,0.133,4JigzZHGgnG2nR8nxyMY0X,254289,0.173,7,4.2e-06,4
0.865,0,0.681,115.013,0.0938,-5.143,0.863,audio_features,0.0565,1AisYkksS1odFefyvJSpP5,252960,0.23,10,0.00049,4
0.854,0,0.801,129.902,0.479,-6.052,0.833,audio_features,0.277,1jX5PfaW9G7vHnIFWdTPpf,221718,0.462,1,6.1e-05,4
0.956,1,0.747,128.979,0.0074,-8.091,0.611,audio_features,0.0638,5lSWro5VJC8TU9orae1AKW,368666,0.085,8,0.000531,4
0.755,1,0.902,150.933,0.66,-7.947,0.738,audio_features,0.209,4uDdToCjNajzctBecrYXnk,301481,0.395,7,0.0113,4
0.674,0,0.667,113.058,0.502,-7.59,0.91,audio_features,0.0676,2uGqltqeIFAcoBmtThEBs6,212640,0.157,1,8.53e-05,4
0.338,0,0.493,181.433,0.675,-6.43,0.645,audio_features,0.0646,74LjQCvKP16PvDU0rBJgBq,254596,0.0867,10,1.16e-05,3
0.871,0,0.966,110.034,0.181,-4.672,0.84,audio_features,0.0577,2e6e0Yh1SsWoops7bHxP8Z,272468,0.218,5,0.0178,4
0.786,1,0.787,120.002,0.106,-8.202,0.965,audio_features,0.0499,2D69Eoozv3UGQwcX3eAWEW,293433,0.18,1,0.0153,4
0.858,0,0.637,107.979,0.357,-8.543,0.842,audio_features,0.082,0oCfTThCA4SMtMHdRlkm8M,196205,0.235,4,0.00241,4
0.838,0,0.933,120.038,0.308,-8.892,0.72,audio_features,0.0376,1f0YhW497uhA3NKe5S3fkA,226587,0.229,10,0.000426,4
0.855,0,0.728,109.977,0.31,-3.939,0.972,audio_features,0.158,1TkLQBV7sTDINVuvLLi7p6,260598,0.242,11,2.19e-05,4
0.645,0,0.964,75.003,0.0709,-3.55,0.952,audio_features,0.0697,5kK4dyEM0r203Dl1qlJgKu,237225,0.114,9,0.0105,4
0.913,1,0.932,120.022,0.0839,-8.644,0.776,audio_features,0.0644,3dn0RtihJaiPDszn9QG00S,333427,0.0496,10,0.000177,4
0.825,0,0.947,121.015,0.0804,-5.458,0.872,audio_features,0.0565,2uF7JGH6B2FZ95m1hkFHSF,230162,0.409,6,0,4
0.824,0,0.571,65.978,0.374,-7.455,0.682,audio_features,0.331,0lB7nH2ZkKuPUJ83CRrqCC,207479,0.0963,10,0.000103,4
0.898,1,0.961,111.983,0.384,-6.409,0.667,audio_features,0.0853,6BeQXKD84PCUFbcBGCRNdn,278560,0.0557,0,0.00638,4
0.808,1,0.849,100.026,0.473,-8.914,0.52,audio_features,0.047,6MpK7Ue9aa1FkWAko8CSLB,295914,0.324,4,8.56e-06,4
0.913,0,0.691,109.002,0.0206,-6.169,0.831,audio_features,0.0888,05sLCxF7a7j5SNUzE6finX,312067,0.0399,11,2.13e-05,4
0.725,0,0.521,104.011,0.326,-5.843,0.936,audio_features,0.0538,2TT4e8b3VtJxYoNqRnQaCr,249861,0.262,8,0.0086,4
0.719,0,0.739,101.048,0.384,-5.524,0.913,audio_features,0.0668,5FybVtlnyWXL6ntfToOkm3,295032,0.279,10,0.00049,4
0.905,0,0.697,115.977,0.0239,-6.195,0.851,audio_features,0.0755,10Dax0zcNdZSUtSyrlIo7L,191687,0.0963,9,0.00425,4
0.724,1,0.875,99.978,0.365,-8.475,0.885,audio_features,0.0638,0vj8Ic4W3m4Eu1jnMen5wx,241554,0.0547,1,0.0377,4
0.845,1,0.583,121.014,0.065,-7.727,0.791,audio_features,0.0481,6mSZiIekGnSwCP3brOS9Iw,260445,0.0733,2,0.0323,4
0.617,1,0.93,179.931,0.625,-5.194,0.881,audio_features,0.0536,25FL00EoCr9W1bgCEfVNiw,271050,0.104,7,0.413,4
0.838,0,0.923,115.0,0.15,-5.111,0.926,audio_features,0.0681,0zfHpKZhECzPeQhdsLuS7p,245150,0.0632,2,0.00402,4
0.813,1,0.904,141.938,0.178,-3.528,0.9,audio_features,0.145,5PXmfhFNAxiqK86Xknc1HB,224027,0.229,7,0.000121,4
0.941,1,0.934,103.003,0.231,-3.258,0.743,audio_features,0.134,4HB1ILmewz18T9jGNHmmBe,277320,0.0349,1,0.00312,4
0.801,0,0.756,135.007,0.0816,-6.154,0.883,audio_features,0.061,7o20g3bZRdwy6MtiUP9pOx,282427,0.0921,7,0.00024,4
0.721,0,0.969,125.003,0.0777,-8.069,0.877,audio_features,0.0396,1bJyyYSIiCiUuee6bmRaiS,307696,0.0942,5,0.0144,4
0.896,0,0.571,134.989,0.019,-2.077,0.936,audio_features,0.153,5b7QK9cRc6FPNyhCLT83uw,260107,0.0554,10,0.0291,4
0.842,1,0.604,132.002,0.152,-8.756,0.654,audio_features,0.0653,3PP1G6ukDSE3fOn4BJBtUw,239011,0.735,8,0.0365,4
0.866,0,0.872,104.997,0.369,-5.076,0.913,audio_features,0.0949,0Jid8Dg6yoDuLx4B7TBnRD,281160,0.0655,1,0.00316,4
0.785,0,0.851,117.941,0.072,-8.048,0.944,audio_features,0.0447,2WeNo4JRcKfVt66KdBNmLp,258958,0.0572,6,5.44e-05,4
0.594,0,0.364,91.082,0.385,-8.007,0.534,audio_features,0.0428,3StBUx5CkmCZcXm7wDDNjw,225425,0.877,9,0,4
0.605,0,0.466,149.827,0.623,-2.483,0.749,audio_features,0.0398,29Kc7RQUikxuxjkRYa39Ih,221118,0.104,10,0,4
0.692,1,0.896,108.807,0.0802,-7.437,0.832,audio_features,0.178,5nCTmbZawHvavYB5deCwqp,266913,0.232,2,0.0442,3
0.683,0,0.75,142.079,0.509,-5.882,0.823,audio_features,0.0476,1y0TzGAMYjbneQRvFF9vh6,260493,0.169,10,0.000402,4
0.762,1,0.388,114.003,0.297,-7.392,0.974,audio_features,0.0729,7MtYzwt64CJppQVRnERusG,207780,0.077,8,0.0172,4
0.869,0,0.782,124.984,0.366,-6.247,0.692,audio_features,0.0608,3eGYPTgIXr2H32Ab9tBIym,238838,0.111,8,0.00303,4
0.923,1,0.962,102.746,0.777,-7.724,0.874,audio_features,0.0997,14cgVG7f2p1HzNYr4rOXTq,249875,0.0757,1,0.00212,3
0.8,1,0.88,146.083,0.0717,-3.365,0.925,audio_features,0.13,5b6VBz8deGvJwLxWLGbTxq,108555,0.0601,0,0.00019,4
0.743,1,0.801,87.485,0.0839,-8.806,0.862,audio_features,0.109,4JuBn8L005BivndXmkUfwj,180464,0.179,8,0.000121,4
0.845,0,0.623,117.987,0.315,-6.655,0.762,audio_features,0.0692,4AuRsGcSsNqslLywUCWhAG,266760,0.165,11,0.000208,4
0.86,0,0.936,129.059,0.551,-7.415,0.92,audio_features,0.0852,3EuSnLTNvP8MGA7KkJ1zOW,248463,0.113,0,0.27,4
0.669,0,0.5,180.011,0.0307,-5.623,0.767,audio_features,0.078,58vSmZ7K3IKN0RRz3IW8uT,270853,0.0768,10,8.08e-06,4
0.678,0,0.527,158.935,0.326,-7.105,0.857,audio_features,0.0415,3wSg6V69sX4bwxU7fRE3QB,305472,0.105,9,0.00154,4
0.756,0,0.703,108.906,0.575,-8.469,0.496,audio_features,0.054,4d0yTHJgJQr0g21D36IOPM,215787,0.132,4,0,4
0.776,0,0.753,100.998,0.237,-7.602,0.882,audio_features,0.0985,0EALAHDdZH6GXKb1tOa62M,254584,0.0995,7,0.304,4
0.799,1,0.462,101.056,0.24,-7.949,0.796,audio_features,0.0459,26BQG2wg3gALaSgzWxL4m8,157950,0.148,7,0.768,4
0.673,0,0.737,159.031,0.305,-6.633,0.88,audio_features,0.0541,7agbQBEJYIaKJ8lGVdq1bv,254400,0.12,0,6.95e-05,4
0.81,1,0.759,94.969,0.0415,-7.02,0.802,audio_features,0.146,4fANx1N2bQqtqTpYVK8K8Q,211173,0.215,2,0,4
0.697,1,0.911,129.98,0.794,-7.808,0.689,audio_features,0.0314,5pE8D9cZ2kDmDoUu824IrK,237886,0.123,6,0.00729,4
0.812,0,0.772,131.015,0.555,-8.051,0.52,audio_features,0.0341,6TuiKaFt7uXTeR9qrmqXbI,214767,0.164,10,0.000956,4
0.754,1,0.212,114.012,0.122,-3.06,0.953,audio_features,0.192,6i72Gy5ofzTWqt34VBOevA,275760,0.106,9,0,4
0.658,1,0.627,100.009,0.371,-8.281,0.717,audio_features,0.0375,1tKEAp9k09vDzlDiChfE3Q,232981,0.117,2,0,4
0.776,0,0.871,97.987,0.23,-4.408,0.888,audio_features,0.0667,4oe5qRJNG40JdGwYY01LsY,280408,0.132,9,1.11e-06,4
0.6,0,0.326,168.049,0.863,-12.298,0.459,audio_features,0.0686,1xbZ2No4vTyvc5sVcW4T9Q,253231,0.142,1,0.207,4
0.734,0,0.714,90.984,0.15,-6.064,0.834,audio_features,0.0526,6p3L4v9ZiABHb5pzsSKieM,274088,0.0471,10,0.00304,4
0.927,0,0.703,106.034,0.457,-7.704,0.419,audio_features,0.064,6DsAvpT3dMt4NDrqSOHQyf,231502,0.188,5,0.0529,4
0.8,1,0.82,159.871,0.03,-3.442,0.83,audio_features,0.167,5lDIz1ggqOGn6QLgX8sDQd,262413,0.0795,2,1.35e-05,4
0.837,0,0.954,138.985,0.078,-4.774,0.857,audio_features,0.062,4NPBD9WAB91mo9HdIeD235,248678,0.347,9,0.000642,4
0.492,1,0.931,95.832,0.112,-5.343,0.85,audio_features,0.0656,3zdOAmuOyykCiDFYvYS5qQ,232080,0.0862,7,0.00207,3
0.689,1,0.278,122.014,0.347,-9.132,0.534,audio_features,0.0387,5C8b6OQlsIOtpbf6DCBkKk,268000,0.137,11,3.83e-05,4
0.71,1,0.723,63.074,0.222,-7.955,0.597,audio_features,0.115,5h3oTrX9BhkBNQ2hLqpZN9,239305,0.0771,7,0,4
0.691,0,0.812,150.07,0.449,-4.378,0.816,audio_features,0.0425,1yRlyNnt7gHzvXTJnzTt2y,326035,0.33,9,0.000129,4
0.722,0,0.645,92.007,0.223,-7.554,0.496,audio_features,0.0327,6O1VWYPfl85dDeKiaCJKza,284467,0.103,7,0.000507,4
0.592,0,0.558,173.994,0.182,-7.005,0.853,audio_features,0.041,1mNTcL2gAIJYLpo2jsIh42,211207,0.109,5,0.389,4
0.844,0,0.699,94.961,0.12,-14.081,0.425,audio_features,0.136,67uJogpIBq6BcNrIJaRSNN,341290,0.147,0,0,4
0.72,1,0.68,85.995,0.591,-5.049,0.84,audio_features,0.042,4ZXsuOSu0vWtWMfmf1Gl3j,308107,0.15,2,1.46e-06,4
0.817,1,0.823,95.035,0.025,-17.267,0.445,audio_features,0.111,6BDtczWG8QhZz5RPLpNcgB,316533,0.0313,0,5.84e-05,4
0.769,1,0.626,130.021,0.0449,-4.19,0.806,audio_features,0.0407,0dhbg73TnegzlBOZ2Szcq2,314275,0.356,7,8.19e-05,4
0.577,1,0.836,80.012,0.0454,-8.344,0.835,audio_features,0.0955,2Va6TzJJ7hKVjV4n2uB3ne,205770,0.27,9,8.03e-06,4
0.536,0,0.546,175.975,0.387,-18.843,0.328,audio_features,0.0647,5eQYzdcEDOhvJ4ClsUQB3C,361667,0.367,1,9.94e-05,4
0.805,0,0.91,105.01,0.157,-7.908,0.84,audio_features,0.0444,1CBzlaKlSBkb1x3jv27t5y,272892,0.0468,4,0.00444,4
0.697,1,0.675,152.047,0.526,-5.979,0.769,audio_features,0.109,3bWUAkDvo5pkzYILxolq2M,257934,0.129,2,4.72e-06,4
0.69,0,0.73,140.091,0.487,-6.414,0.837,audio_features,0.558,5hQwE0Adrrf1FoFtSTT5BX,264019,0.631,10,1.42e-06,4
0.729,1,0.0835,119.957,0.306,-7.89,0.686,audio_features,0.0358,0tSDp7zgSDv3BVcCKhbRV4,329105,0.0884,10,0.00404,4
0.56,1,0.71,83.961,0.145,-6.747,0.862,audio_features,0.223,5j0vpt2akAY5OrA5TwB4XQ,291472,0.0364,7,1.78e-06,4
0.869,0,0.701,99.959,0.303,-7.756,0.659,audio_features,0.0522,3RyfIFxOrHLJV3reR37Xwr,250971,0.1,11,0,4
0.85,1,0.707,94.994,0.142,-7.395,0.633,audio_features,0.0622,0Gce7ovBLcUOK3jXOiScRt,226586,0.113,2,1.7e-05,4
0.719,1,0.65,87.007,0.345,-7.337,0.75,audio_features,0.0589,2xofTipSxfwbxwSdBcjYIe,332867,0.0561,0,0.108,4
0.75,0,0.759,99.987,0.539,-9.331,0.662,audio_features,0.0376,7lwHD7muznmtMZeDH2lYmT,247972,0.111,0,0.304,4
0.87,1,0.643,104.946,0.0196,-6.541,0.848,audio_features,0.159,5ntHByStSs1dDYRBr0IuZM,264293,0.276,7,4.65e-06,4
0.77,1,0.715,128.961,0.298,-2.977,0.92,audio_features,0.264,5dTzrMA2lsWreAGTt6SEBn,294165,0.448,11,0,4
0.853,1,0.658,125.977,0.131,-5.473,0.588,audio_features,0.0476,0OkmUsX8VNQKCY21Tb6pBY,283706,0.0696,0,0.00166,4
