danceability,mode,valence,tempo,acousticness,loudness,energy,type,speechiness,id,duration_ms,liveness,key,instrumentalness,time_signature
0.944,0,0.787,101.012,0.423,-8.095,0.679,audio_features,0.149,6xWPeINK1wMfuVDpDmykUx,223739,0.172,11,0.00107,4
0.764,1,0.236,94.002,0.195,-8.452,0.648,audio_features,0.0654,6gZmBVAH2qEXqcTXVQBDcD,310230,0.183,8,0.000493,4
0.777,1,0.548,139.007,0.275,-8.618,0.518,audio_features,0.0365,5R77leqy2IDBvqxTO9eulO,218757,0.129,5,7.82e-05,4
0.709,1,0.869,154.973,0.243,-7.577,0.683,audio_features,0.0457,1jawGUnvY3rBrRupDGjbWK,288334,0.141,1,0.000759,4
0.712,0,0.707,170.039,0.254,-6.656,0.647,audio_features,0.13,0mZ2npJ5BDO4w3rmmFvAAu,286825,0.0892,9,8.8e-06,4
0.646,0,0.827,99.992,0.0257,-7.266,0.929,audio_features,0.051,7yYVHaaDrdPZ8uokqn591T,332748,0.125,10,0.00129,4
0.465,1,0.0764,90.111,0.311,-6.798,0.608,audio_features,0.0311,1BCthWt84tRjswx8tZbzx2,320067,0.111,2,4.41e-06,4
0.404,0,0.73,74.924,0.524,-6.416,0.89,audio_features,0.309,18rdJauTStd04N56UetMmZ,246865,0.139,7,0.000164,4
0.749,1,0.614,95.007,0.666,-5.225,0.924,audio_features,0.226,63baxNpBLBNTMn1cmOqIid,229895,0.305,6,2.56e-06,4
0.468,0,0.732,83.787,0.415,-5.857,0.866,audio_features,0.384,1Nh7gea2bnOt9i3HQI1JCB,216000,0.652,10,2.15e-06,4
0.775,0,0.644,131.882,0.288,-5.869,0.86,audio_features,0.269,05dYneZZZ2mytSmnsvzFoW,198835,0.0514,4,0,4
0.702,0,0.28,140.027,0.149,-5.444,0.663,audio_features,0.21,4ZNIkO2j6K2c0Nm8zWXmdn,183500,0.11,10,2.01e-06,4
0.689,0,0.705,136.99,0.0656,-6.214,0.831,audio_features,0.0862,2Zd6ywvjQHXWuUJLT2KRBW,251387,0.143,5,5.21e-06,4
0.859,0,0.422,102.968,0.0768,-8.274,0.793,audio_features,0.159,3q7HtMwfN4rkEh98Or0Wsf,253699,0.0677,10,0,4
0.706,1,0.745,140.164,0.115,-7.92,0.723,audio_features,0.39,64ypZ5mJXspKUi7r0s78ev,61714,0.2,5,4.25e-05,4
0.721,0,0.529,127.961,0.437,-10.124,0.586,audio_features,0.0366,3JxBbnUkED7U1mVdwqldtf,220357,0.265,7,7.81e-05,4
0.555,1,0.709,82.484,0.0439,-6.084,0.834,audio_features,0.315,1elXc8r6RHfMCwm0QSJRC0,280000,0.0448,7,1.05e-05,4
0.883,1,0.668,132.055,0.497,-8.468,0.553,audio_features,0.068,6nhLm8GEkkH9kunfqdAFcO,262123,0.156,11,1.13e-05,3
0.825,1,0.53,128.017,0.102,-8.583,0.871,audio_features,0.0662,6lfQ6JLxRNrw78XbqeDqSW,269773,0.183,2,0.000235,4
0.736,0,0.377,101.012,0.109,-9.567,0.659,audio_features,0.074,67RKXc29tGIKnVY2xIBcSU,296970,0.0634,9,0.00102,4
0.795,0,0.81,137.035,0.321,-7.798,0.876,audio_features,0.0895,4S4aK9Fc9gfJ3uSE9kyoB8,273008,0.231,10,0.425,4
0.689,1,0.432,172.023,0.0172,-9.73,0.802,audio_features,0.276,5yVtIf7BBc8lQejmHCXZWD,302853,0.165,2,0.00689,4
0.767,0,0.82,141.993,0.238,-8.138,0.834,audio_features,0.047,5wIVRQ9NeEA16PPyOr2rgM,250630,0.116,0,0.0144,4
0.775,1,0.748,93.026,0.258,-7.979,0.738,audio_features,0.0837,2VbhYoAVNbADZEPmbRhw5E,231417,0.126,1,0.316,4
0.627,0,0.576,86.463,0.814,-10.215,0.734,audio_features,0.0752,3lFkByCu3i7cKoRY9RZavc,243096,0.182,11,0.00148,4
0.547,1,0.593,90.054,0.574,-4.705,0.986,audio_features,0.227,5ppp8XrspJQqgGsZkOCCOh,305968,0.106,0,0.172,4
0.745,0,0.329,112.989,0.306,-7.887,0.947,audio_features,0.075,64SQS9AfFhe21lkpkKPvn6,289078,0.222,4,0.309,4
0.791,1,0.484,133.009,0.0116,-6.657,0.78,audio_features,0.0722,1KE8R4uTm0IzwAzkBufKkK,237232,0.0766,2,1.05e-05,4
0.848,0,0.689,131.003,0.106,-8.231,0.813,audio_features,0.114,3loxUguzZoOpPOieFEmTy1,246000,0.0539,5,0.00161,4
0.745,0,0.547,104.955,0.171,-5.236,0.877,audio_features,0.085,0AC0O74oBjVfCp0SHr3kQ6,244428,0.24,8,1.9e-05,4
0.833,1,0.674,104.945,0.224,-3.873,0.952,audio_features,0.0671,2hQUtWk4uVnzdcVUHfkZQ1,233718,0.172,7,0.00184,4
0.697,0,0.774,169.904,0.248,-4.998,0.861,audio_features,0.243,573LKvxZqtuD009eUcG1BR,240923,0.347,9,4.32e-05,4
0.824,0,0.713,119.955,0.137,-11.308,0.592,audio_features,0.0476,7ccEoFZJFenOAvdWas9xCU,262247,0.279,0,0.087,4
0.799,0,0.963,96.002,0.694,-5.9,0.822,audio_features,0.0951,6Tve6cDltGAxo5dqWxIF9y,228760,0.049,4,9.06e-05,4
0.837,1,0.808,96.028,0.224,-2.295,0.945,audio_features,0.17,4oMMYhuXwRTG5EM035dvHQ,213170,0.636,7,0.00807,4
0.906,0,0.829,108.024,0.34,-4.281,0.875,audio_features,0.0844,37VXqXWSZxg59hzTMjkphc,225436,0.14,5,0.000932,4
0.839,1,0.712,119.978,0.512,-7.079,0.597,audio_features,0.0363,0S2Db7xLxAf3qApr7Rm79V,281295,0.105,0,0.001,4
0.677,0,0.849,171.956,0.185,-2.612,0.792,audio_features,0.133,57zEYntUat0ofbFpoicN26,327640,0.28,9,2.49e-05,4
0.85,1,0.909,139.97,0.573,-6.561,0.717,audio_features,0.164,3QZxz01kT1mSfDQRBaPo4a,202083,0.182,8,0,4
0.829,0,0.965,94.017,0.317,-4.137,0.781,audio_features,0.077,0kz3Bh09Li3wtcreZV3BKM,218616,0.0866,3,0.0165,4
0.815,1,0.536,105.009,0.116,-7.343,0.863,audio_features,0.0734,7EfCZwWJe56JkcIy2pFaRO,272798,0.313,0,0,4
0.728,0,0.691,95.037,0.681,-11.103,0.828,audio_features,0.0468,4lyvVpqgosTWh3VshCmQIK,248279,0.192,9,0.514,4
0.705,1,0.812,142.98,0.517,-7.547,0.548,audio_features,0.0405,4SIjCzmhy06LecadJM1sUe,234773,0.0801,7,4.16e-05,4
0.91,0,0.928,129.983,0.298,-4.165,0.911,audio_features,0.0998,6At33dgu65HY1hcbHIHeSC,269111,0.0543,5,0.000829,4
0.787,0,0.761,100.036,0.459,-9.917,0.756,audio_features,0.0659,2gcqbR2mruQZCAEEj4sVkN,263509,0.155,11,0.0017,4
0.875,0,0.786,105.006,0.184,-4.746,0.772,audio_features,0.0577,18ba4WswzwZjWJ6yDxAPCd,284317,0.0431,9,0.000546,4
0.785,1,0.921,96.001,0.15,-5.405,0.657,audio_features,0.0423,6w5Soz0nBzDNwFskne7Ggh,274861,0.203,0,0.000261,4
0.781,0,0.707,98.026,0.602,-7.168,0.842,audio_features,0.0556,0hJhycFax69XvkGsHLmMbc,279643,0.0631,8,0.00722,4
0.596,0,0.642,89.747,0.571,-6.196,0.443,audio_features,0.0595,4c98A16PyuRoYf5z8WhSGi,206667,0.138,6,0,4
0.598,0,0.722,67.111,0.42,-5.003,0.817,audio_features,0.0991,2oobjfvuxIOBhl1iYspYDD,308602,0.485,9,0.00121,4
0.784,0,0.887,104.927,0.718,-8.793,0.943,audio_features,0.0624,4F2p8L4DOL0OlvJ9xDhfWJ,240091,0.139,10,0.0546,4
0.686,1,0.882,78.035,0.0753,-7.168,0.761,audio_features,0.14,7bCevZAiCYDoQaQdOxbNam,253394,0.314,7,3.19e-05,4
0.751,0,0.585,128.001,0.329,-4.989,0.8,audio_features,0.0395,5gqJBYwrpYcFtQ2TW8sokT,223253,0.303,3,1.88e-06,4
0.822,1,0.792,123.928,0.445,-6.316,0.594,audio_features,0.0342,4XgpSQ4nGBBqu8iNNFCYLH,250403,0.109,3,1.01e-05,4
0.948,0,0.579,130.042,0.182,-4.058,0.783,audio_features,0.0422,6CtrkXMad3ZtmYiOtKfI0t,209962,0.0519,7,7.82e-05,4
0.79,1,0.885,102.059,0.533,-5.631,0.79,audio_features,0.0459,5icJ3lEvL73C07mJd4s8nu,236618,0.302,0,0.00766,4
0.687,1,0.349,128.9,0.504,-6.384,0.47,audio_features,0.0296,0mDjCis8WqZCn20OPMwczH,234884,0.178,6,2.2e-06,4
0.722,0,0.956,155.946,0.384,-4.945,0.904,audio_features,0.0865,0n36jqfJ34izFptigQwQOk,272456,0.118,0,0.00512,4
0.683,0,0.11,140.018,0.51,-7.01,0.492,audio_features,0.0288,4HkipUaRTXwhDqstRFz9oB,274933,0.088,1,0.00579,4
0.857,1,0.789,113.992,0.0991,-6.709,0.688,audio_features,0.0531,0XypOPIvvvFyKK4ZUPnAl4,281965,0.101,7,5.3e-05,4
0.867,0,0.672,131.994,0.165,-4.923,0.914,audio_features,0.117,2rkwI0o4GNqkV8boIbRBDb,213163,0.327,7,2.55e-05,4
0.676,0,0.616,110.036,0.64,-6.194,0.81,audio_features,0.038,38qnwcFiE4h9TLHMIwabc4,258333,0.165,0,2.88e-06,4
0.631,0,0.493,159.959,0.216,-9.367,0.582,audio_features,0.0536,15tihU7QrnhaBvE7hXGDwa,296220,0.17,11,0,4
0.748,0,0.785,88.975,0.745,-10.285,0.55,audio_features,0.0681,0JwGSIPH2wzFVl6ZW1RQoW,265283,0.373,6,0.0146,4
0.411,1,0.57,62.065,0.606,-5.458,0.654,audio_features,0.15,47hP2BJPCOMyYKT5WQ9evZ,237581,0.175,9,1.01e-05,4
0.353,0,0.235,98.181,0.0921,-5.952,0.737,audio_features,0.0533,6z15tFRtCyiSorSGaKLJeu,261369,0.135,9,0,3
0.833,0,0.9,98.043,0.017,-6.289,0.827,audio_features,0.0843,6yJZfiMKMonD0PzC2If38R,222533,0.0421,4,0,4
0.648,0,0.526,91.983,0.107,-2.93,0.911,audio_features,0.0486,78PoXHAbXHvOx0HMaa1a8z,238539,0.176,4,0,4
0.52,0,0.712,83.742,0.315,-4.218,0.782,audio_features,0.0756,1rIP4cODG0IXg1LaAgvRS5,307958,0.195,7,0,4
0.794,1,0.704,139.922,0.589,-4.3,0.93,audio_features,0.25,7KWksSySkwqGS3vo59yygt,259952,0.0776,2,9.61e-05,4
0.762,1,0.73,144.997,0.00663,-4.215,0.786,audio_features,0.0579,6e6JTOc1GbdRWCirQ3OBRq,260588,0.0899,7,0.0181,4
0.74,0,0.721,83.01,0.804,-9.36,0.749,audio_features,0.0938,1ZSYjo7H6OCqo86cZUUEQU,210952,0.161,3,0.445,4
0.769,1,0.723,80.997,0.189,-4.419,0.945,audio_features,0.156,0UyTXiVQuWpScleQ4uVtox,194097,0.137,2,7.87e-05,4
0.754,1,0.598,97.008,0.145,-7.567,0.842,audio_features,0.101,3BPjVj8Gukgbz6uBLmfkxn,219908,0.187,4,0,4
0.666,1,0.744,105.022,0.65,-5.909,0.85,audio_features,0.0312,47BZ5zznG2jzc2hjsEbvxH,287428,0.0889,1,0.0897,4
0.726,1,0.368,103.986,0.305,-5.683,0.642,audio_features,0.0324,4M8dRVFWKMfh7hPzGCYxra,415504,0.128,7,0,4
0.665,1,0.54,91.077,0.497,-17.811,0.19,audio_features,0.0339,08Zh9GFP2TKItpgcfRSHUV,359773,0.158,6,1.1e-06,4
0.767,1,0.679,140.062,0.225,-5.591,0.864,audio_features,0.145,4PYJiAIsR6JlgGZbhXPPK1,231857,0.141,6,1.48e-05,4
0.856,0,0.811,123.016,0.231,-9.247,0.721,audio_features,0.133,02VVOQId2O83I5hLJ1GFmH,320282,0.15,0,0.000952,4
0.747,0,0.799,142.941,0.66,-4.6,0.906,audio_features,0.264,3VS9W9i3GjcIUJf6Zen7yv,325218,0.157,10,0.0019,4
0.664,1,0.553,97.975,0.558,-13.209,0.56,audio_features,0.1,0pFU6YAwMxz6w4z51oMUI3,277200,0.0985,0,0.000194,4
0.906,0,0.807,98.032,0.535,-6.837,0.906,audio_features,0.207,75T4CBWb0UHaHXlGaJ4ozd,205717,0.188,10,0.0337,4
0.602,0,0.661,160.043,0.0799,-5.137,0.725,audio_features,0.167,2QyY8HORL7B2lz2YAJ7a0f,226974,0.151,9,0,4
0.679,0,0.867,84.053,0.362,-4.537,0.764,audio_features,0.0378,4vX7VKZYx1wGAq5DKBTfAF,243000,0.0736,9,0,4
0.461,1,0.697,76.514,0.438,-4.766,0.881,audio_features,0.265,6emG6N8SaM6LTAvAB1oHs6,285667,0.391,7,0,4
0.583,1,0.547,114.953,0.628,-6.64,0.644,audio_features,0.0378,7h8pQvwKxRYTt3oRGjNT93,213437,0.0941,7,0,4
0.425,0,0.243,87.954,0.677,-10.401,0.62,audio_features,0.0376,7fJenUJpY9Mv0u2oYbWuy9,114545,0.0848,7,0.0134,4
0.599,0,0.524,96.044,0.487,-7.519,0.51,audio_features,0.0255,7d7BpHIZL65AJNi9FUFCme,231972,0.217,2,0,4
0.77,0,0.628,100.997,0.61,-3.375,0.834,audio_features,0.0428,4GC2IwmYrlC12YfPfHPLQe,254999,0.0844,0,1.28e-06,4
0.467,0,0.573,179.938,0.81,-7.734,0.561,audio_features,0.0315,6LFJ5QC9Pa9RAnEzBymFTZ,250667,0.114,7,0.0116,3
0.678,0,0.336,115.005,0.168,-9.348,0.574,audio_features,0.0325,3hZspWzCNgAyYP9GDHJ9dj,370857,0.341,7,0.0191,4
0.541,1,0.562,167.679,0.872,-8.984,0.431,audio_features,0.0561,5OerghkmXwFdPVFxYjckHk,217000,0.108,10,0,4
0.695,1,0.511,120.076,0.767,-6.552,0.501,audio_features,0.0316,57xczqwxDF0HZsuPyVEJXa,267500,0.106,11,0.0041,4
0.693,1,0.781,174.124,0.0544,-5.884,0.7,audio_features,0.176,5CX4bMScIGGd9d9ddykyHp,248787,0.383,2,4.48e-06,4
0.692,1,0.757,99.091,0.506,-10.365,0.396,audio_features,0.037,5XzWkd0hxTesChmAs2o00G,76226,0.0917,0,0.0202,4
0.879,0,0.895,122.026,0.0366,-3.2,0.825,audio_features,0.0427,2o6DT527sOB7r20jVlyhzJ,231363,0.0706,9,3.34e-06,4
0.504,1,0.764,114.672,0.814,-10.265,0.639,audio_features,0.0356,28nOgUtn4aUjdwgxZ2BtzV,253595,0.115,8,0.00578,5
0.579,1,0.564,137.908,0.158,-9.583,0.67,audio_features,0.173,6GbObXudr6oFWk8FdHHLeh,244188,0.598,8,0.00445,4
0.72,0,0.752,93.0,0.274,-5.763,0.91,audio_features,0.0839,6WgeZ56MerrvURfub6Tmqw,219553,0.469,3,1.92e-05,4
0.764,0,0.837,127.997,0.597,-6.103,0.91,audio_features,0.121,4cr8SYiRGQ533WZNQkcoBS,264107,0.197,2,6.25e-06,4
0.392,1,0.446,65.528,0.627,-5.744,0.574,audio_features,0.0336,0RjQR5QfKREKE9wQki8spV,242322,0.532,5,0,4
0.664,0,0.585,138.133,0.446,-6.937,0.752,audio_features,0.0515,1dsVZC4ApjihqrmI8hfCA5,318474,0.297,4,1.17e-05,4
0.506,0,0.748,81.795,0.361,-7.277,0.804,audio_features,0.104,4wzYEJOWrjkIEC1lUIthTc,235520,0.544,4,4.07e-06,3
0.722,1,0.776,154.967,0.0305,-8.28,0.845,audio_features,0.226,7cARAAgbRbnyDzDb4LkjGh,299361,0.0754,0,0,4
0.636,0,0.763,80.064,0.534,-8.744,0.632,audio_features,0.0375,60U549v4aGcURN9p3jdMdE,217875,0.0455,2,1.6e-05,4
0.568,1,0.808,165.203,0.91,-6.179,0.663,audio_features,0.0345,3j9DrRebdWK1jkpOw9FZUy,219818,0.124,8,4.82e-05,3
0.667,0,0.95,135.003,0.00357,-3.566,0.919,audio_features,0.0584,5s3CJOPeaQD56xafwsDOO9,188545,0.178,4,0.0199,4
0.897,0,0.961,140.963,0.726,-9.764,0.791,audio_features,0.0536,13pYqJauWfma3IjKTLabBk,232098,0.112,9,0.023,4
0.631,0,0.88,79.946,0.397,-4.162,0.941,audio_features,0.278,3BBI3rftKYwZAuuIa1Z9fY,188684,0.0312,3,0,4
0.469,1,0.531,179.474,0.803,-8.204,0.439,audio_features,0.0413,1lrgvbZzsjatMee0Uk8o0P,260000,0.198,3,0,3
0.71,0,0.505,130.036,0.743,-9.729,0.529,audio_features,0.0391,5TzBiX6ACrnGCgcVbP0ZHd,245885,0.183,0,0.00577,4
0.54,0,0.189,124.748,0.625,-6.166,0.909,audio_features,0.136,2BcLVDti0aXf6TJ9kykJ4u,222712,0.0846,4,2.11e-05,4
0.744,0,0.547,104.959,0.171,-5.236,0.877,audio_features,0.0846,3CJLDJQBJw4tN9mGg53DsP,244428,0.24,8,1.88e-05,4
0.58,1,0.621,74.988,0.636,-6.94,0.796,audio_features,0.0349,1rid0wlGGXbRndkcRvH0LZ,284147,0.0724,8,4.91e-05,4
0.661,0,0.388,90.009,0.21,-8.829,0.559,audio_features,0.0508,0i5KYCaQs1xY7z9MWCFoXW,364375,0.116,4,0.000118,4
0.582,0,0.322,127.9,0.317,-6.5,0.913,audio_features,0.0604,7Hv2ycYZUaX8S33ahEZQ9O,210528,0.589,10,5.52e-06,4
0.768,0,0.817,90.014,0.461,-6.004,0.841,audio_features,0.086,0W6rzOcmUJpBMqFZEt7qQM,392040,0.166,1,0.00134,4
0.663,0,0.805,187.552,0.415,-4.681,0.913,audio_features,0.152,3qWfqpB8KJFxwvbpqbuLCh,245760,0.158,5,0.000496,3
0.809,1,0.959,140.96,0.469,-5.495,0.665,audio_features,0.036,1C9SYGI40nNYh98gN87Fwr,312375,0.153,5,1.08e-05,3
0.618,0,0.421,135.059,0.314,-8.566,0.603,audio_features,0.0489,1cZGgk0NaOwDtOLdbXQCWL,269351,0.428,1,0,4
0.686,1,0.515,75.005,0.285,-10.276,0.57,audio_features,0.0365,4gMkx11wd9IBDGnkuN1zGT,195360,0.151,0,0.0544,4
0.759,0,0.664,135.033,0.673,-7.386,0.984,audio_features,0.051,29cysWVY27puKwVLbnBZmg,269788,0.116,2,0.478,4
0.508,1,0.589,79.927,0.538,-3.576,0.983,audio_features,0.245,6pM9FJtp8Bc3bEacpqbcCH,262090,0.0695,2,2.97e-05,4
0.567,0,0.373,127.98,0.534,-7.325,0.769,audio_features,0.0498,5KMssklVbt89BZQAdS3bfD,260049,0.65,0,1.1e-05,4
0.76,1,0.759,79.985,0.71,-8.713,0.521,audio_features,0.0593,4aXfT4ilAW6G44P9MNUUFZ,327766,0.122,0,0.00624,4
0.574,0,0.756,135.494,0.262,-6.709,0.911,audio_features,0.0888,0anBHV3eP4hiHsLQR5AZsm,319725,0.366,11,0,4
0.624,0,0.799,160.032,0.123,-6.84,0.799,audio_features,0.0616,68rSALJuiiiJSOgL7DXdNg,214517,0.105,4,5.82e-06,4
0.835,0,0.7,93.994,0.0257,-5.749,0.757,audio_features,0.148,1us8uUo44iGtZKKZJi8Buy,290871,0.129,5,0.000226,4
0.689,0,0.818,115.067,0.165,-3.993,0.855,audio_features,0.195,4aRL9e0DzH0qGAQMe9MhdK,208475,0.056,8,4.11e-05,4
0.87,0,0.766,111.021,0.168,-4.317,0.921,audio_features,0.107,6UTM7rkC0PDSht4DSINTl9,286360,0.168,5,0,4
0.718,0,0.788,113.996,0.0359,-6.135,0.815,audio_features,0.0339,7JuDPCI0HLBEB5SFHr12ke,354208,0.306,9,0,4
0.709,0,0.747,140.037,0.33,-5.945,0.814,audio_features,0.0702,6pUpLjdZM3gmmuFdSo6t2G,100817,0.318,11,0.975,4
0.624,0,0.871,156.721,0.571,-8.303,0.952,audio_features,0.18,3q4QQvm6nUjdtoo6UtHwAT,247000,0.58,11,0.000276,4
0.721,1,0.87,93.94,0.129,-2.746,0.902,audio_features,0.175,6lGsIKCImEyOlaNrT37zTi,282907,0.0875,0,0.00589,4
0.749,1,0.752,129.996,0.111,-9.598,0.646,audio_features,0.0389,4QMZ6gwFTLk9qOhaQsGIxf,281520,0.22,2,0.0426,4
0.861,0,0.78,103.953,0.054,-6.368,0.674,audio_features,0.068,5oLiZqJ7lcQQdjxtIvVucl,207520,0.298,5,0,4
0.567,0,0.353,173.95,0.348,-6.579,0.598,audio_features,0.0471,1Ufd6lvT02tqohgJr8FEtM,290807,0.129,10,0,4
0.827,0,0.702,120.007,0.576,-6.451,0.714,audio_features,0.459,3dJOlcVZPz2byniHLRSxE7,176745,0.442,6,0,4
0.724,1,0.583,92.068,0.125,-6.257,0.811,audio_features,0.0465,5DN8dF1Q0K8G6pgCQjqVvF,286639,0.0805,10,0.000163,4
0.896,1,0.855,97.966,0.707,-4.773,0.582,audio_features,0.0933,0GjqrBfz3XscHBeuTqHAup,203265,0.0603,1,0,4
0.9,1,0.869,110.645,0.0513,-7.335,0.852,audio_features,0.119,7lSYoKmtmay3y4wMO6nLrj,269842,0.0331,10,0,4
0.817,0,0.896,133.981,0.362,-3.899,0.934,audio_features,0.148,6VDoGgqxYUxwDBxUkhRvds,261402,0.0639,5,0,4
0.558,1,0.136,129.921,0.921,-10.484,0.282,audio_features,0.0293,6LLHeicvR8Nz40zazdsJ1t,212256,0.105,10,0,3
0.813,1,0.849,174.019,0.156,-7.573,0.703,audio_features,0.37,5TNMVjby8j1OirUANu523P,190899,0.381,1,0,4
0.75,1,0.846,87.04,0.193,-8.868,0.898,audio_features,0.093,1VIaSk3fxqHAqsl25142Z6,236897,0.082,4,0.000198,4
0.795,0,0.629,133.045,0.133,-4.643,0.964,audio_features,0.16,62z42XPbrv4mU3ffwr4ULC,236250,0.346,5,3.43e-05,4
0.742,1,0.753,94.996,0.347,-4.283,0.924,audio_features,0.0728,1RaSqmUndVpU61s9ocOFKA,216842,0.101,10,0.000118,4
0.793,0,0.803,157.974,0.00475,-8.443,0.725,audio_features,0.178,0MFdPneORsAeu1ZEYgJUJz,338480,0.0707,11,5.35e-06,4
0.722,1,0.541,127.915,0.63,-5.958,0.499,audio_features,0.032,6vsPBbLGfeLraBanG4HJaR,232914,0.112,2,1.81e-06,4
0.817,1,0.959,117.003,0.568,-9.498,0.673,audio_features,0.0636,0iTb5OOu7VEgccuNYfuiOT,284782,0.0633,6,0.0717,4
0.75,1,0.824,83.82,0.347,-5.68,0.888,audio_features,0.152,4cQJ80t3zJNi4f91BnVH15,253796,0.0756,4,0.00254,4
0.742,1,0.505,90.017,0.272,-10.923,0.454,audio_features,0.0363,6OCo7uwDBL48gOaT2Jqtxr,210187,0.234,2,2.07e-06,4
0.796,0,0.793,164.986,0.336,-3.844,0.925,audio_features,0.268,7BbhhfN6VxMTMFyqUrXsqD,225034,0.0291,4,1.27e-06,3
0.88,1,0.967,127.995,0.34,-8.973,0.762,audio_features,0.0334,73sAXBYx0vfvHqsq1dUJCF,239125,0.0542,1,0.000867,4
0.688,1,0.447,89.995,0.334,-8.517,0.509,audio_features,0.0495,4tXg2q6DtS1svfbdowmXql,263027,0.3,2,0,4
0.805,1,0.78,102.972,0.168,-6.313,0.846,audio_features,0.0949,2OnqS8tD5nhW8T5DZVwmop,283747,0.182,0,6.22e-06,4
0.846,1,0.686,124.996,0.527,-7.665,0.927,audio_features,0.239,3NEhorKBjkoTzmTzldTAud,267362,0.397,2,5.93e-05,4
0.679,0,0.407,139.948,0.245,-5.01,0.73,audio_features,0.0488,7FMvOZMzbhKWBvwNCOByvc,293000,0.116,5,1.72e-05,4
0.474,0,0.636,143.731,0.619,-8.977,0.606,audio_features,0.0448,2PlHPw8TVj7EqGE64ylc1i,236513,0.455,11,0,3
0.894,0,0.851,129.957,0.514,-7.903,0.753,audio_features,0.258,6VdeLo1dKYKJppNa6tc8JR,248850,0.0692,2,1.27e-05,4
0.859,0,0.892,118.969,0.581,-10.676,0.538,audio_features,0.123,7I7ofSd3GBtZjeRqW6eokR,186906,0.195,11,0.044,4
0.518,1,0.49,202.259,0.395,-8.621,0.556,audio_features,0.0741,4UT0KCiDh4gVIy9pZ4oN0k,48629,0.122,4,0.114,4
0.665,0,0.791,167.954,0.12,-4.466,0.859,audio_features,0.167,3Mfoxtd3ZvpIZHy1WnEF77,281457,0.474,5,1.16e-05,4
0.871,0,0.454,105.034,0.0301,-6.691,0.363,audio_features,0.033,4wUOdPcYoqYZGM2wSdoLQu,292827,0.11,0,0.0609,4
0.809,1,0.576,128.933,0.246,-7.013,0.969,audio_features,0.158,4hzbbmBuq0xvxXsJhg3Kfc,334427,0.115,11,0.00348,4
0.726,0,0.431,129.945,0.345,-9.549,0.639,audio_features,0.0299,2Jf10norKFV2Fvv0AnizCy,303910,0.131,5,0.000127,4
0.633,0,0.523,89.993,0.0172,-5.136,0.879,audio_features,0.0559,0iIvZ25h16B9DhjptYp8hK,200773,0.207,2,6.46e-06,4
0.627,0,0.879,169.985,0.491,-7.835,0.68,audio_features,0.066,1sntSnBZWOE8k2Nxhc9e5o,132262,0.319,4,0.771,3
0.735,0,0.804,100.972,0.29,-9.035,0.653,audio_features,0.041,3FXva0AmRiYFRQgTUQoDQH,246247,0.218,6,0.425,4
0.748,0,0.645,134.025,0.335,-7.038,0.577,audio_features,0.0791,55iQGZi7Wo0QepOOJbrwn1,286758,0.0603,11,1.69e-06,4
0.781,0,0.68,97.972,0.361,-7.692,0.678,audio_features,0.0425,2jkeDXMB6CcraXaccbQm7s,254990,0.191,6,5.9e-05,4
0.927,0,0.703,106.034,0.457,-7.704,0.419,audio_features,0.064,3TeJhJ1ILm4R5BKYVYY4pl,231502,0.188,5,0.0529,4
0.707,1,0.78,138.035,0.0572,-3.907,0.948,audio_features,0.0723,40Z8bpGJPxjClb4NK8j0LJ,291519,0.879,7,0.0538,4
0.782,0,0.765,126.025,0.0397,-2.883,0.951,audio_features,0.058,3nxB7XVdaJJjULzABMBQ6o,317480,0.062,10,0.0208,4
0.669,0,0.794,144.977,0.0626,-6.611,0.788,audio_features,0.0435,4TzigAgik8j6HvdTGWHOW3,288116,0.106,9,8.03e-06,4
0.47,0,0.892,82.9,0.216,-8.043,0.717,audio_features,0.0608,148PtKLUvn5A8mwaEP18Rs,280607,0.141,11,0,4
0.529,1,0.244,119.846,0.601,-9.483,0.456,audio_features,0.0347,3mDFHVpfn2swJhpiTyv1cl,205984,0.0832,0,1.71e-05,4
0.786,0,0.736,101.982,0.544,-3.986,0.896,audio_features,0.118,6B8EimeD4616fjakZh8DE4,273370,0.339,5,2.09e-06,4
0.827,1,0.355,95.03,0.16,-7.792,0.638,audio_features,0.123,1ifMH14KizpUxIdRVyPsSZ,357337,0.0922,2,6.91e-06,4
0.543,0,0.758,73.853,0.00956,-6.429,0.696,audio_features,0.175,0s4MfFwhCuBlYyHZpwsXuU,310747,0.0946,2,0.000122,4
0.671,0,0.265,134.978,0.127,-3.955,0.684,audio_features,0.0331,5RJb4ZBgdJBOZe5Fx2aDWo,305926,0.315,0,0.000223,4
0.702,0,0.685,140.016,0.174,-3.973,0.982,audio_features,0.0877,0TB62hiEi1kcrW2TWeRcvV,149982,0.191,2,0.211,4
0.642,0,0.85,87.875,0.212,-4.784,0.854,audio_features,0.186,3oAndqB2yZFnCfHUsyn5qj,285903,0.131,11,0,4
0.757,0,0.838,127.001,0.233,-6.802,0.946,audio_features,0.0547,3IPM5hnhKkFx95uHeGEgxL,251063,0.164,2,0.0266,4
0.851,1,0.8,117.027,0.642,-10.078,0.532,audio_features,0.0341,1VBvgXzwESW9V7DXXGSiwm,225953,0.149,11,0.0112,4
0.755,0,0.663,134.98,0.403,-8.939,0.814,audio_features,0.0455,4PvIdfXGVx7KQIdD0WSl4L,314593,0.0722,7,5.97e-06,3
